video_id,Like,No like,From 1 from 10,From 11 to 100,From 101 to 1K,More than 1K
2XTeZanOL8w,95,67,93,2,0,0
2XUb9t9pk_M,3,12,2,1,0,0
2Xw9_VV5A3o,0,1,0,0,0,0
2Y-ULaLm1cU,7,27,6,1,0,0
2Yr6E0N5NJA,36,2,36,0,0,0
2ZFFtRaNH2M,34,26,32,2,0,0
2ZRJ2QP4wMc,10,12,9,1,0,0
2ZymqnW8W54,70,211,65,4,1,0
2ZzahsFCz2Q,15,45,15,0,0,0
2_7iIDrGvXs,21,39,21,0,0,0
2aVm48cHVsQ,152,606,121,27,4,0
2aoANMgkKQ0,2,0,2,0,0,0
2atNK7d_WYY,43,24,42,1,0,0
2bRzwfO3f6k,2,3,2,0,0,0
2cDfCvYb7-c,127,357,108,14,5,0
2caq5WTeL_Y,83,559,73,9,1,0
2crcjCQ9pMg,0,3,0,0,0,0
2cvN7_VhVG0,1,3,1,0,0,0
2dcJExN-tXo,5,4,5,0,0,0
2dkksSu5fPM,201,1246,170,23,8,0
2epNQ1gNPOg,51,61,40,11,0,0
2ewQLT-k0Z0,150,99,127,22,1,0
2fKb7_TAgUg,16,9,16,0,0,0
2gR39XEgEKQ,3,13,3,0,0,0
2hI640cToE4,171,348,140,26,5,0
2hoCmSYu274,146,830,121,24,1,0
2iGxhL0Ke0w,2,18,2,0,0,0
2jS_O6hoocw,19,44,17,2,0,0
2jhTkzKipOs,185,1415,151,30,4,0
2kBzQ494vSU,1,7,1,0,0,0
2kHu_PaqJGE,105,225,92,11,2,0
2kdZaQItLAM,10,3,10,0,0,0
2ktwn6NKfv8,48,453,38,9,1,0
2lRlDpC49VI,152,172,117,31,4,0
2m2P4QCCsEo,81,59,69,10,2,0
2m2UsogiIqI,23,41,23,0,0,0
2m8PQ2WozTI,29,13,29,0,0,0
2mBvI4wbcCU,38,22,37,1,0,0
2mRhBGOt-CU,169,149,155,14,0,0
2mS7N-jo5QY,16,19,16,0,0,0
2ncKmOZaR_8,81,315,63,16,2,0
2o6STSSGA2w,0,3,0,0,0,0
2oHckXDspZw,150,66,148,2,0,0
2oI6JGKzbDQ,150,1016,127,20,3,0
2oLV2TJaAUY,2,2,2,0,0,0
2ot18O8jnQs,3,3,3,0,0,0
2p5rzMeCW98,25,35,23,2,0,0
2pFhtxIWIuI,16,3,16,0,0,0
2pSA3YXSNmg,0,1,0,0,0,0
2paCvFUgrdQ,75,6,75,0,0,0
2pj_GBaaZLQ,26,106,26,0,0,0
2pqEPzLfZ48,103,64,101,2,0,0
2q-fM5Y5SXs,64,344,62,2,0,0
2qqbq7cM0jY,25,15,22,2,1,0
2rKNqwdS4xA,183,1417,116,57,10,0
2s-RMLL-Mvw,41,10,40,1,0,0
2s0oVI8BwBo,0,1,0,0,0,0
2s6TowL6-NA,77,41,77,0,0,0
2s7V4DNRhbw,33,53,33,0,0,0
2sV5BteSmjQ,16,8,16,0,0,0
2spb2YKHYsE,13,13,13,0,0,0
2t3kqx4QK3s,10,4,10,0,0,0
2v-cxFjDqFE,0,1,0,0,0,0
2vDX2RZ0Xp8,49,50,49,0,0,0
2wmzbv7is5M,119,44,107,12,0,0
2xX1xBfItTo,139,895,116,19,4,0
2yXv5V3yci0,134,106,98,33,3,0
2yh2pOcVSnY,8,30,7,1,0,0
2yo7_8uK7a8,121,237,118,3,0,0
2yvzmkzFNhw,160,421,148,8,4,0
2z20rtH9xRo,23,13,20,3,0,0
2zXGmFcL8NQ,5,0,5,0,0,0
2z_wFsiwf7s,11,48,11,0,0,0
2zao_xJf56c,9,12,9,0,0,0
2zpsXkv04T8,0,1,0,0,0,0
2zr7xKnqUSY,6,1,6,0,0,0
3-7LWm-FuXk,170,1197,161,9,0,0
3-R1EnBMKPM,117,193,103,14,0,0
30_v1HC7f-M,77,19,74,3,0,0
30ge0jf2Yxw,71,17,67,4,0,0
30lLIe7pm50,0,7,0,0,0,0
31vPh-oFr2k,21,10,20,1,0,0
320mc0C6msY,42,257,35,7,0,0
32HRd4nUIjo,29,37,29,0,0,0
32PZxOcnrEM,8,73,8,0,0,0
32r57PfdUaQ,34,46,30,4,0,0
33HGZSSFAes,0,1,0,0,0,0
33KBgiT62Ig,5,1,5,0,0,0
33e15vClypY,1,4,1,0,0,0
33tP5sbU6Bc,2,4,2,0,0,0
34Vv-Oij1NU,73,375,68,5,0,0
34gcTUt4NnU,14,10,14,0,0,0
34y8hvU8wRA,32,27,30,2,0,0
35DCBqcq7nY,34,18,33,1,0,0
35LB4F9n0nk,32,68,24,8,0,0
36HVQYektmU,62,3,60,2,0,0
36bGUyjn6FQ,33,163,30,3,0,0
36d1A67j7JI,91,9,91,0,0,0
37ZH-XlTxzY,21,8,20,1,0,0
37sUwCPyAd4,58,2,45,13,0,0
38IW_P944QY,24,56,24,0,0,0
38Xr9VYPUfk,111,39,106,5,0,0
38yM8c5zcDA,13,9,13,0,0,0
39YzpPJg4jU,486,224,471,15,0,0
39e_oslU-tA,305,932,262,36,6,1
39w6r9oHWv0,88,57,87,1,0,0
3A1QtrknkV4,0,7,0,0,0,0
3AXSXdBstEU,5,12,5,0,0,0
3C1vA3cuaao,52,18,51,1,0,0
3CJw4tR8Aac,20,17,20,0,0,0
3D9BDRqI9Og,245,157,197,48,0,0
3Dn6gHcMMxw,3,2,3,0,0,0
3E7jKA7T7D8,153,787,128,24,1,0
3EJVgrejO3M,60,263,49,9,2,0
3Fcb-uJFXA8,5,2,5,0,0,0
3FvLdQI7bC4,93,55,92,1,0,0
3GU9n4K57RM,2,1,2,0,0,0
3GkE43rmh7k,40,40,31,7,2,0
3HdsaGhQdf0,226,1374,183,39,4,0
3I1IfwJh6ag,215,1365,180,30,5,0
3I3Z4hSE4l8,9,116,9,0,0,0
3IIgVspcIXw,2,6,2,0,0,0
3Il-oQVXcMQ,442,1158,323,78,39,2
3JT_iZRFDu4,2,3,2,0,0,0
3K9uCNdAkHI,8,11,8,0,0,0
3KFFcwfPPuE,66,16,65,1,0,0
3LMqBzZx60M,14,22,14,0,0,0
3MUAdvkNJ6s,9,7,9,0,0,0
3MokxNnMmr4,6,0,6,0,0,0
3NcnrkL70yE,117,246,102,15,0,0
3NqeqOqwLVM,107,124,88,14,5,0
3OGjxCU-IwI,1,2,1,0,0,0
3Ok6K80kWb8,98,16,95,3,0,0
3PJhtlDb3ys,256,1324,182,57,17,0
3PmHPArztUg,23,261,20,3,0,0
3Pmh6ar5t8o,0,1,0,0,0,0
3QOqHxoGYxw,1,3,1,0,0,0
3QneC2FXpGU,13,7,13,0,0,0
3R5WE4cltq8,9,3,9,0,0,0
3S9YzKAEcrA,40,62,39,1,0,0
3S_hxxRxF9E,1,3,1,0,0,0
3Sfb7jydzng,1,1,1,0,0,0
3Sju-9lilFc,48,14,47,1,0,0
3St-mUByEDM,3,26,3,0,0,0
3TLgpRFtrGc,0,2,0,0,0,0
3UAHF2zDo0M,51,254,50,1,0,0
3UCFnj_TFUc,10,1,10,0,0,0
3UTZiObp15g,223,769,195,24,4,0
3UVtw9whPqY,2,2,2,0,0,0
3VSluCsRnww,0,2,0,0,0,0
3VhfOmCLOTs,81,562,63,14,4,0
3W-BhWPyQHk,82,294,75,6,1,0
3WA9sKsSoAQ,11,22,11,0,0,0
3XPm0npMv1A,12,2,12,0,0,0
3XZIj98_340,0,1,0,0,0,0
3X_8u4noASw,97,303,91,6,0,0
3Xc7fMRMBTU,129,100,116,13,0,0
3YT5tgNIDW0,29,14,29,0,0,0
3ZHCEIHf7-w,4,14,4,0,0,0
3ZHbj857NGA,86,251,78,8,0,0
3ZyzvrcoyOY,206,86,196,10,0,0
3_230G3Kxyc,21,1,21,0,0,0
3_ZC50NSF4Y,5,5,5,0,0,0
3a3VW_5WFzI,102,599,95,7,0,0
3bHJv6ny5gk,1,4,1,0,0,0
3c-L210xVOM,2,2,2,0,0,0
3c3b6p13W0s,1,5,1,0,0,0
3c5AtTVckag,1,5,1,0,0,0
3cIAV3T_sSo,5,0,5,0,0,0
3cKHS4Q1clU,12,5,12,0,0,0
3cRdHQH9smY,17,3,17,0,0,0
3cVxS3WAmBQ,8,2,8,0,0,0
3cqklBkbads,46,57,38,8,0,0
3dHgXfekVjo,5,18,5,0,0,0
3dQET5LCrqQ,0,1,0,0,0,0
3fJBW-6Wlo4,359,1139,321,34,4,0
3fXSbeQYiZQ,1,2,1,0,0,0
3fukSvoJ3A4,2,2,2,0,0,0
3fxOIGKkw6I,123,107,122,1,0,0
3g8NbKAATK8,1,1,1,0,0,0
3g9V72HmoWE,27,27,27,0,0,0
3gQSY0fjq7A,2,5,2,0,0,0
3gaRY8xB01I,25,19,25,0,0,0
3gqODAueFA8,386,1152,351,28,6,1
3grVw_xZBoA,1,1,1,0,0,0
3hXlYQkTC7M,153,175,147,6,0,0
3iJnptjv7NM,6,4,6,0,0,0
3jVkbllqYYU,0,2,0,0,0,0
3jfUXkgqHVg,3,14,3,0,0,0
3jm-mraRdfc,44,118,44,0,0,0
3k0NhWvXejA,84,130,78,6,0,0
3kY8hK4E1GA,48,346,43,5,0,0
3lQBBbgxLzI,20,77,20,0,0,0
3lVM3m3WKVg,134,319,129,5,0,0
3lu6ro139Ww,328,1272,243,67,18,0
3m6mHml5zj8,5,2,5,0,0,0
3mDaCp8MlNY,1,3,1,0,0,0
3mdnVQk6qJ0,2,21,2,0,0,0
3mkWgf8RmIw,53,36,33,19,1,0
3nayMw7vns0,70,36,54,14,2,0
3nrgSeqiE1c,20,44,19,1,0,0
3nrya2MnTdk,0,6,0,0,0,0
3o9Ob35n3ZY,2,0,2,0,0,0
3oj5D7tuXxw,2,0,1,1,0,0
3ouj0jwhCHE,249,46,241,8,0,0
3pi_RW0KpWk,1,2,1,0,0,0
3poMwBroe74,0,2,0,0,0,0
3qMhqxwNRSw,2,5,2,0,0,0
3ryaWiEDPOM,0,1,0,0,0,0
3sbixMCr0Vk,3,2,3,0,0,0
3spa2LXzKXw,1,4,1,0,0,0
3t92ezL5XSE,1,0,1,0,0,0
3t_hV3URWng,85,126,78,7,0,0
3vfGTVdhCsY,189,266,171,18,0,0
3vuXN1-vrzw,22,34,21,1,0,0
3wIhb6tmxhg,3,0,3,0,0,0
3wsoHwfE2Tc,0,1,0,0,0,0
3xcmTUtFHgE,23,13,23,0,0,0
3xg_jmn7Qxk,1,12,1,0,0,0
3xtQG58xwUQ,51,17,50,1,0,0
3xxDpyC8Etw,3,2,3,0,0,0
3y0lOAUCKKk,465,1135,319,119,26,1
3yGHxGqPq0E,201,487,183,18,0,0
3yGwcEl93EI,610,990,393,183,32,2
3yXoD8rfNAA,113,883,100,9,4,0
3z4du-dC_yk,63,198,56,5,2,0
3z5uEdOdTug,2,2,2,0,0,0
4-JDXf3SRoQ,12,8,12,0,0,0
4-K1psjwlcM,40,420,28,12,0,0
4-RoPOTOCX4,1,1,1,0,0,0
4-wYndSbX8k,3,3,3,0,0,0
42A0knemymU,0,1,0,0,0,0
42vdAbpnLgE,60,382,58,2,0,0
44GloekfPQ4,1,4,1,0,0,0
44H-E-SGQ38,51,39,51,0,0,0
44h2Eqkc_MY,8,17,8,0,0,0
44iO3BqI7lg,20,33,20,0,0,0
44vphbAHQZ8,0,3,0,0,0,0
455IC8xYL88,2,2,2,0,0,0
45mId_DRk44,22,21,21,1,0,0
45vY0-x6yEs,6,3,6,0,0,0
46SOTcb0-aY,93,106,88,5,0,0
473DomqNrME,20,30,20,0,0,0
47VtROxU2P4,0,2,0,0,0,0
47YXvreBEvc,22,38,17,4,1,0
47ghIZ7oTcc,29,11,24,4,1,0
486bII39QhA,20,68,20,0,0,0
48JAWOTIjOA,192,628,154,27,10,1
49Fn8-qeII4,42,22,40,2,0,0
49OixClC3UY,1,3,1,0,0,0
49c2ZoC7fe4,11,61,11,0,0,0
49n9G3T6rqM,178,10,178,0,0,0
4AZFAIFQ30Y,124,629,114,8,2,0
4BCHdupSFho,4,19,4,0,0,0
4BUbQB8Qdxk,83,26,67,16,0,0
4Bb5Yo_x3Kc,23,97,23,0,0,0
4BpyrtmS_5Q,0,3,0,0,0,0
4DbnjyKQ7S8,0,1,0,0,0,0
4E7WzIZRMtg,20,0,14,6,0,0
4ExQady_J7w,2,3,2,0,0,0
4FGAa48-pIc,23,21,22,1,0,0
4FLO4ic6GNg,616,964,383,192,38,3
4FVZnjXDkvA,75,22,74,1,0,0
4HT1sMAr9s4,32,40,31,1,0,0
4I_WiW8Ox08,5,25,5,0,0,0
4JtCxboyG5I,2,7,2,0,0,0
4KehYoBXlLM,1,5,1,0,0,0
4L2PKsBEM3g,32,16,31,1,0,0
4LOlMwoC1aM,73,42,72,1,0,0
4M0RS4AW8U4,48,257,42,4,2,0
4MIivYV7KvQ,77,122,71,6,0,0
4MfSPmHQMxk,462,1138,302,115,43,2
4MqCVt0uYyo,4,6,4,0,0,0
4NZPUyw44n8,6,8,6,0,0,0
4Nv9mn22jFA,2,2,2,0,0,0
4PHIbN9StGU,11,20,11,0,0,0
4PLWU0Nibes,12,4,12,0,0,0
4PrjoP_J1Ns,18,29,16,2,0,0
4Q9nmR-uFZA,0,1,0,0,0,0
4QPmXGC2pUU,109,711,86,18,5,0
4QygRMueh6U,79,370,69,9,1,0
4RJuIinnP-E,54,257,49,5,0,0
4S-tjg6pWzg,0,6,0,0,0,0
4SA57nB2nmY,14,175,14,0,0,0
4SXh3h-E8AM,6,7,6,0,0,0
4SeQfuYGYy8,65,617,54,8,3,0
4Sio13_Yp9s,176,14,176,0,0,0
4Tr3KYsSnCo,18,51,17,1,0,0
4U-hJrKlozY,139,410,107,26,6,0
4UAVi6Ho8Ng,18,9,15,3,0,0
4UWuuVPDtb4,1,1,1,0,0,0
4Uon0bviUBM,5,10,5,0,0,0
4UzZI4IGTso,34,46,26,8,0,0
4V4KjfmH5vw,301,899,194,90,16,1
4VxtYe9Uhr0,9,9,9,0,0,0
4W0RZYTmNoQ,2,12,2,0,0,0
4WX5vpfSxHo,1,0,1,0,0,0
4WsT1r_XZ1U,0,1,0,0,0,0
4Wy4-r549lY,330,920,284,40,6,0
4X-WYITeEeA,155,654,133,18,4,0
4X0ogxZoc7E,232,602,210,18,4,0
4Xx-9M9jz4U,40,39,39,1,0,0
4Y7H3k6XrPI,1,0,1,0,0,0
4YGQJ8I7mrs,12,4,12,0,0,0
4YWTdkfGvg8,0,2,0,0,0,0
4YWeUVPqJ5Q,1,4,1,0,0,0
4YmXkMxyavI,10,6,10,0,0,0
4YvYnJMnyKU,99,72,88,11,0,0
4YzWpXUCjJo,108,37,108,0,0,0
4ZOFUPYz8oo,13,36,13,0,0,0
4Zv6iM4-4zY,57,79,48,9,0,0
4_JCnPZU6gc,46,54,35,10,1,0
4_X1wesAf3g,603,977,359,172,68,4
4_axSgWz5Dc,164,1135,142,20,2,0
4_lnZP1Dlvo,77,49,64,13,0,0
4as4_fyd-oY,14,38,13,1,0,0
4b5lOONudDU,255,89,228,27,0,0
4cXoI_-YV-4,4,9,4,0,0,0
4cYciQNGTSg,9,31,9,0,0,0
4e3f1IVcbbE,526,1054,427,86,13,0
4eBZHHWQk-Q,161,879,133,21,7,0
4eiX0dmTstA,24,12,24,0,0,0
4fZLGZRBp_o,17,23,17,0,0,0
4f_g30gZX_M,257,1323,192,54,10,1
4fpEjcANtM0,14,31,14,0,0,0
4grimfK_fWw,4,9,4,0,0,0
4h7wB29U8Fo,116,711,101,15,0,0
4hQgRdEpqPE,21,2,21,0,0,0
4hj3FTVsZqE,18,22,17,1,0,0
4iLuRBpg65U,10,9,10,0,0,0
4j1L05-6YSs,19,56,17,2,0,0
4jRXOVZT7QI,18,15,18,0,0,0
4kpIrkuz85I,132,37,127,5,0,0
4l7vM-tWr7I,62,79,61,1,0,0
4lGZx-nYiPw,0,1,0,0,0,0
4ltecn4jJAk,5,19,4,1,0,0
4m4y5I7kWJ0,112,234,111,1,0,0
4m5dO_IlMVk,1,2,1,0,0,0
4mOlYMNg-po,0,3,0,0,0,0
4mV6EeVrIq8,86,133,86,0,0,0
4n4qolurBi8,369,1231,239,109,20,1
4nOs-QiknO4,33,27,33,0,0,0
4oMfiKN1nHg,3,9,3,0,0,0
4oQAu_-BUfE,0,2,0,0,0,0
4oUBHXZQGoI,25,57,24,1,0,0
4o_yGRP4vdg,30,6,30,0,0,0
4oav0-LZFR0,24,56,24,0,0,0
4ocu1TjiJiE,0,4,0,0,0,0
4p7VFRWNzDw,23,13,23,0,0,0
4p8Rmv-jINA,482,1117,308,138,35,1
4pFYbcoskzg,75,759,60,13,2,0
4pPXXUUDLEM,73,176,64,9,0,0
4pbwtVfktXE,25,105,25,0,0,0
4q7iJajOgPA,18,50,18,0,0,0
4qBANpaTMOo,87,37,82,5,0,0
4qfxn4YbxUI,4,23,4,0,0,0
4ri2CcUl1cU,0,1,0,0,0,0
4tYnWRiaBD4,60,322,57,3,0,0
4tlMJXkUo8g,12,4,12,0,0,0
4u3sS0p3gCY,181,398,153,27,1,0
4uKw6ANM6lY,13,5,12,1,0,0
4v2xxN1GlWc,1,3,1,0,0,0
4vNqh3NbcBQ,39,92,33,6,0,0
4vXdi4H67rE,0,5,0,0,0,0
4wjwNzMiZJY,0,3,0,0,0,0
4xdu14h_lBI,640,620,365,177,92,6
4xiNVZXRq70,14,73,13,1,0,0
4xnBhShPlqk,35,25,32,3,0,0
4xzvtvyoxsk,38,22,37,1,0,0
5-Ghg-usrrc,31,2,31,0,0,0
5-R8Ql-hmyA,2,13,2,0,0,0
500UZU_tPno,1,0,1,0,0,0
51dYNg1Hx2w,25,107,23,2,0,0
523h0FbY5JM,20,30,19,1,0,0
52RLGrs6IHA,18,59,18,0,0,0
52Rulp4CyEg,55,85,52,3,0,0
52epqRUn-gI,110,118,101,7,2,0
53OAw5hYrUM,580,1020,394,138,46,2
54UdL401Maw,24,18,24,0,0,0
54dX4gZokv8,1,3,1,0,0,0
560EUdMlSaM,88,94,74,13,1,0
56OZgBSAcs8,363,837,295,53,15,0
56Sejex3Tss,51,97,49,2,0,0
57gtgVbt-gc,9,41,7,2,0,0
57ue37lK3Qg,4,3,3,1,0,0
58INZkk9Ij0,73,124,57,13,3,0
58R5docyRRI,3,16,3,0,0,0
58RTf3V_kaI,251,540,210,35,6,0
59I5Q7tvmm4,340,1260,285,47,8,0
59eMH8Kmbew,643,937,370,169,101,3
5AJyDk81CSs,0,1,0,0,0,0
5AM-BkZG-uo,62,38,62,0,0,0
5AbVnP8gxms,0,2,0,0,0,0
5AhRBvbyh9Q,6,10,6,0,0,0
5BAPq-_Q9_4,113,91,110,3,0,0
5BHeCSanYoc,0,1,0,0,0,0
5BVfxbAmEwg,2,4,2,0,0,0
5BdHiZGV1l0,10,1,10,0,0,0
5BogTUcV9YI,1,3,1,0,0,0
5CU6_Yxz76I,295,588,264,26,5,0
5Ca-rs8W0-k,0,1,0,0,0,0
5CkGO4IcgrU,12,0,12,0,0,0
5EnwXEFzQrY,29,4,29,0,0,0
5ErlTBYPpvM,4,5,4,0,0,0
5G73Z5l5tw8,9,1,9,0,0,0
5HbB932DiNc,75,500,70,5,0,0
5HpquXSFwqY,144,111,122,22,0,0
5I_YSDCqZos,106,287,93,11,2,0
5JjVFeAU5-w,96,39,96,0,0,0
5L0mJS8SAw8,11,114,10,1,0,0
5LO-Tmh2pnE,422,54,422,0,0,0
5MCw50rC_Ro,0,1,0,0,0,0
5Ni9MsGmxoY,30,0,30,0,0,0
5Nk0rNJpQy4,10,4,10,0,0,0
5NotXFgKuDk,9,7,8,1,0,0
5O4XS9YzGQc,53,27,43,10,0,0
5OrHUB64I5w,0,1,0,0,0,0
5QCsAh9Eays,301,1279,228,59,14,0
5R9C5EXjNSM,0,2,0,0,0,0
5RfloaY-8rE,34,26,27,7,0,0
5RgePtKkkmU,63,230,54,9,0,0
5SBOz7VPfV8,87,64,69,18,0,0
5THYNEhDg64,11,2,11,0,0,0
5ThVe6_7agY,75,326,73,2,0,0
5Tzwz0ovdEk,48,12,26,19,3,0
5U0Jo0LP2lE,2,0,2,0,0,0
5UemWsJAJ-k,21,6,21,0,0,0
5V-2sYxu63A,10,29,9,1,0,0
5VbZ14quRYk,119,165,115,4,0,0
5VcXk9vnTc0,5,10,5,0,0,0
5Vl9f4r4GGI,2,1,2,0,0,0
5W53aCm5mOo,2,6,2,0,0,0
5WVYryCPZm8,68,41,68,0,0,0
5WuvkUwDzrw,10,48,9,1,0,0
5X7XuW8XD2E,10,6,10,0,0,0
5XkW2bTvfYs,22,9,22,0,0,0
5XmohDcshm4,113,487,97,16,0,0
5YC3GcpI2Ao,8,4,8,0,0,0
5YbX5V7O8Oc,194,506,168,21,5,0
5ZSD_mkIYgg,6,4,6,0,0,0
5ZlxLfyLbgM,1,11,1,0,0,0
5_EYvOcy2nU,0,1,0,0,0,0
5_N0bq5K2pc,0,1,0,0,0,0
5_SmbBYtDfc,146,76,133,12,1,0
5_tppZtXPQ8,19,2,18,1,0,0
5b200xDL63Y,49,42,47,2,0,0
5b9HEco4nRQ,112,149,95,17,0,0
5bQbPJCMA_E,21,11,21,0,0,0
5bVdUhPOxvY,195,30,177,18,0,0
5bZl_7wgn4E,59,411,54,5,0,0
5doFwKQsUM8,19,21,15,4,0,0
5ey-bqUTHQg,100,164,96,4,0,0
5fgwd8RfAw8,92,2,92,0,0,0
5g7HSUrQDv0,1,5,1,0,0,0
5gI7cZUlFzk,124,481,116,8,0,0
5gO-BPtn_d0,44,10,44,0,0,0
5gtWmCjVTH8,2,5,2,0,0,0
5hUuGn4xnmM,5,3,5,0,0,0
5hXUrRcI9WY,24,88,24,0,0,0
5i735AuIs5o,127,58,123,4,0,0
5j9JTPA54aI,74,585,69,5,0,0
5jDUtsFDVtg,30,41,30,0,0,0
5kZabWnrhec,3,4,3,0,0,0
5komgqlWRCw,56,8,55,1,0,0
5lLMC18if9A,136,257,130,6,0,0
5lTEzOANtbg,6,5,6,0,0,0
5l_Tat4d0gU,52,13,51,1,0,0
5mCGoOYFOKk,0,1,0,0,0,0
5mDdyGEW-a0,20,2,20,0,0,0
5nM4qX0lD-M,0,1,0,0,0,0
5nfyiAQPzCc,13,30,13,0,0,0
5ou_Qhg4ukQ,113,165,112,1,0,0
5pfgeYo3Z0w,2,4,2,0,0,0
5q5Hzzzd-oY,213,9,213,0,0,0
5qAChQj65VE,30,64,26,4,0,0
5qefOpgsZZU,0,1,0,0,0,0
5qfI1JAw1WM,70,26,69,1,0,0
5r1XgLnqfWM,1,4,1,0,0,0
5r3iW1QAHy8,456,804,286,145,24,1
5s5_Kf9fM54,20,90,19,1,0,0
5sPvklxS9kA,5,7,5,0,0,0
5tRgqXTXLO8,98,137,88,10,0,0
5ta7YnZ1K_o,269,1331,240,28,1,0
5tdkIyfxmXg,42,8,37,5,0,0
5uBYToICz3M,0,35,0,0,0,0
5uHYhYymhm0,0,3,0,0,0,0
5uwqTfbAqaY,712,888,470,165,74,3
5vC_KLpDzKE,7,3,7,0,0,0
5vtjG2D_570,4,0,4,0,0,0
5vzD190Ee-M,25,46,25,0,0,0
5wZ4kMdEDwk,81,270,66,15,0,0
5x08aoHDUyg,423,1177,254,124,43,2
5xsy269HD84,13,10,13,0,0,0
5xv6Em3vvT0,297,543,277,20,0,0
5y5Nk-3MkQ0,34,66,32,2,0,0
5zeT4wOvkNY,37,145,37,0,0,0
6-4WnvLD9yw,1,2,1,0,0,0
6-_S0tCa_Ow,161,622,118,34,9,0
6-dFUPH43gI,0,2,0,0,0,0
6-sVvE5mc18,312,901,294,15,3,0
60IqndflppM,2,2,2,0,0,0
60S_0sWdAAk,15,8,15,0,0,0
60pdEPyg9yY,101,42,95,6,0,0
613r6hrUG0I,6,3,6,0,0,0
614oSzhfvy4,2,1,2,0,0,0
61F0T9hwVcI,53,41,53,0,0,0
61ZIHIis_dc,82,423,80,2,0,0
62DUpQSAPO4,30,16,29,1,0,0
635lm_j0qcw,29,31,28,1,0,0
63Y6hvCI--4,11,15,11,0,0,0
63rD71pZ1RA,0,3,0,0,0,0
640IL_3LSvk,0,1,0,0,0,0
644BQKRoH7U,32,5,31,1,0,0
6462cjHUIX4,238,59,238,0,0,0
64NCqKySS5k,40,454,34,5,1,0
64m-pxbRCPI,136,312,115,17,4,0
64tehDbJVZ8,2,13,2,0,0,0
6526OovI6Io,16,4,16,0,0,0
65f4sRuub1M,5,0,5,0,0,0
669M1N8LyN4,95,169,89,6,0,0
66WoPDXGOVM,0,1,0,0,0,0
66jmPaABxqk,3,8,3,0,0,0
67UynYLB31c,18,2,18,0,0,0
67sMiw3RDLI,15,33,14,1,0,0
6874Y1jVrjk,33,8,33,0,0,0
69UDkZqUXjM,53,320,51,2,0,0
69UzYS44MWs,41,21,39,2,0,0
69_enl5w-SY,21,30,21,0,0,0
69v5XxivFi4,13,47,11,2,0,0
6AWg9g533Rc,2,4,2,0,0,0
6AhimPneThw,27,37,27,0,0,0
6BeNzenlELQ,15,29,15,0,0,0
6CmkUheVH4I,56,109,56,0,0,0
6D2I9TaERZo,3,3,3,0,0,0
6DHimF7dHiY,0,1,0,0,0,0
6DJBmk_Feqo,1,0,1,0,0,0
6DktXzn-7yc,210,1390,163,30,16,1
6Dpkj0C-r2k,8,6,8,0,0,0
6ExVaA_BW7Q,40,63,40,0,0,0
6FcRtoPnSvs,38,23,38,0,0,0
6GX_7-sI8yU,10,9,10,0,0,0
6GzDoUxyVj8,0,1,0,0,0,0
6HmN9JwDLGs,20,60,16,4,0,0
6I0aAR88MBs,120,298,99,18,3,0
6I1Z1Wlb7X4,29,9,23,6,0,0
6I4CmKeKufk,42,124,40,2,0,0
6ICN7JGksc4,78,22,75,3,0,0
6IEW4MrpS-8,18,14,18,0,0,0
6IF_VMDj6wk,169,524,156,13,0,0
6J5sFP7U1vI,136,336,132,4,0,0
6JbpAEijLKs,58,76,57,1,0,0
6Jo7ZDQhKuk,16,17,16,0,0,0
6KPBDNh24jY,9,29,9,0,0,0
6Kcxd1mt9aI,10,30,7,3,0,0
6KwHTvix_rg,596,1004,440,126,28,2
6L0cdd21dZs,99,526,88,11,0,0
6L0gedmxy-o,0,3,0,0,0,0
6LZR8Fbg-P4,117,19,117,0,0,0
6LnZR_nXCo4,31,2,31,0,0,0
6M4o0tmdg8s,0,1,0,0,0,0
6MHaIx7oCnc,139,133,135,4,0,0
6MUoS09HhGA,16,18,15,1,0,0
6MoBYCJ8MVI,170,645,152,18,0,0
6N1T9kEtUpI,4,9,4,0,0,0
6NuJVEduhu0,3,9,3,0,0,0
6O1PvU-oV8s,10,8,10,0,0,0
6OJ6vGFegNY,42,129,41,1,0,0
6OmHvs0-5dU,1,2,1,0,0,0
6P0GpUOEIPw,465,1135,285,139,40,1
6PDxgQEtKps,10,5,10,0,0,0
6PI27_jVskI,69,264,64,5,0,0
6Pk0ggHCFLY,2,2,2,0,0,0
6Q4vUtRl5Ic,12,15,11,1,0,0
6QNA21162dA,35,82,34,1,0,0
6QitN87X7RI,54,8,53,1,0,0
6RcpPst1BoU,78,98,65,13,0,0
6S2WgeYnhJk,60,28,48,12,0,0
6SEkzcEXmB8,30,57,28,2,0,0
6Sjd_tIix3Q,18,8,18,0,0,0
6SqtPdB4t1Y,0,1,0,0,0,0
6T8A6j5O9DU,0,2,0,0,0,0
6Tc6iBF5p7k,0,4,0,0,0,0
6TeD7Otpn0s,20,56,20,0,0,0
6TrdFxPjCPo,0,2,0,0,0,0
6UzUdMfX7B4,9,31,7,2,0,0
6UzvO4_M0TQ,7,7,7,0,0,0
6VAGebKP8SE,5,6,5,0,0,0
6Vwjsevma3k,15,16,14,1,0,0
6WC1BaF8Dqo,188,390,172,15,1,0
6WRHjzQNtbo,81,91,81,0,0,0
6WcucMhinvY,186,440,162,18,6,0
6Wllr1Nib34,17,5,17,0,0,0
